neighbourhood_group,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_review,price
Manhattan,Midtown,Entire home/apt,30,0,,87,334,0,192
Brooklyn,Williamsburg,Private room,3,2,0.31,1,0,1,80
Manhattan,Harlem,Entire home/apt,7,5,0.16,1,231,1,130
Brooklyn,Bedford-Stuyvesant,Entire home/apt,5,0,,1,22,0,350
Brooklyn,Bushwick,Entire home/apt,2,0,,1,365,0,150
Brooklyn,Bedford-Stuyvesant,Private room,1,37,1.84,1,0,1,68
Manhattan,Financial District,Entire home/apt,1,2,0.04,1,0,1,170
Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,0,,3,196,0,250
Brooklyn,Bushwick,Private room,3,1,0.02,1,0,1,60
Manhattan,East Village,Private room,3,0,,2,14,0,169
Brooklyn,Bushwick,Private room,2,0,,2,0,0,55
Brooklyn,Williamsburg,Private room,3,6,0.54,1,0,1,65
Brooklyn,Crown Heights,Private room,6,4,0.18,1,0,1,40
Brooklyn,Bedford-Stuyvesant,Private room,1,1,0.02,1,0,1,30
Brooklyn,Bedford-Stuyvesant,Private room,2,35,1.35,4,139,1,89
Manhattan,East Village,Entire home/apt,30,100,1.25,1,3,1,73
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,1,30,0,80
Manhattan,West Village,Entire home/apt,1,4,1.4,1,5,1,175
Manhattan,Upper West Side,Private room,7,0,,1,0,0,65
Brooklyn,East Flatbush,Entire home/apt,5,1,0.13,2,0,1,99
Manhattan,Morningside Heights,Entire home/apt,14,3,0.07,1,0,1,80
Brooklyn,Bedford-Stuyvesant,Entire home/apt,7,35,0.78,1,283,1,199
Manhattan,Midtown,Shared room,1,5,0.36,2,83,1,85
Queens,Maspeth,Private room,5,12,0.99,3,320,1,45
Manhattan,Upper East Side,Entire home/apt,30,0,,1,0,0,130
Manhattan,Harlem,Entire home/apt,2,12,0.65,1,0,1,185
Queens,Bayswater,Entire home/apt,2,33,4.21,1,309,1,151
Manhattan,Harlem,Private room,1,86,1.36,1,64,1,68
Manhattan,Chelsea,Private room,2,115,2.99,1,37,1,75
Manhattan,Morningside Heights,Entire home/apt,4,2,0.55,1,0,1,150
Manhattan,Chelsea,Entire home/apt,1,2,2.0,1,238,1,269
Brooklyn,Bushwick,Entire home/apt,1,2,0.04,4,179,1,400
Manhattan,Kips Bay,Private room,2,0,,1,31,0,150
Manhattan,Upper East Side,Private room,2,28,6.83,1,31,1,96
Queens,Elmhurst,Entire home/apt,2,15,2.65,1,34,1,400
Manhattan,Upper East Side,Entire home/apt,4,13,0.22,1,0,1,155
Brooklyn,Crown Heights,Private room,1,37,0.72,3,339,1,79
Brooklyn,Park Slope,Entire home/apt,4,2,0.05,1,0,1,325
Manhattan,East Village,Private room,2,182,1.81,1,200,1,71
Manhattan,Hell's Kitchen,Entire home/apt,30,0,,49,365,0,220
Brooklyn,East Flatbush,Private room,3,0,,1,129,0,50
Manhattan,Washington Heights,Entire home/apt,7,0,,1,0,0,95
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,36,0.6,1,89,1,100
Manhattan,Upper West Side,Entire home/apt,30,0,,8,157,0,118
Manhattan,Harlem,Entire home/apt,3,60,1.49,1,278,1,165
Brooklyn,Gowanus,Private room,1,2,0.16,3,115,1,169
Manhattan,Murray Hill,Entire home/apt,30,2,0.03,52,365,1,150
Brooklyn,Flatbush,Entire home/apt,7,0,,1,0,0,80
Brooklyn,Bushwick,Private room,1,9,4.22,1,262,1,70
Brooklyn,Windsor Terrace,Private room,20,6,0.32,1,311,1,65
Manhattan,Harlem,Private room,7,4,0.12,2,0,1,60
Manhattan,Hell's Kitchen,Entire home/apt,2,9,1.08,1,2,1,120
Brooklyn,Greenpoint,Entire home/apt,10,1,0.2,1,0,1,114
Manhattan,Upper East Side,Private room,1,202,3.31,2,263,1,95
Queens,Ridgewood,Private room,2,2,0.05,1,0,1,60
Manhattan,Hell's Kitchen,Entire home/apt,1,10,10.0,1,163,1,350
Queens,Elmhurst,Private room,2,38,1.66,1,28,1,51
Brooklyn,Prospect-Lefferts Gardens,Private room,2,8,6.49,2,22,1,55
Brooklyn,East Flatbush,Private room,1,10,0.72,1,365,1,90
Brooklyn,East New York,Shared room,1,9,0.4,6,180,1,79
Manhattan,West Village,Private room,2,93,1.82,2,193,1,145
Manhattan,Harlem,Entire home/apt,5,102,3.04,4,118,1,160
Manhattan,Morningside Heights,Private room,7,171,1.84,2,144,1,85
Manhattan,Upper East Side,Entire home/apt,30,11,0.32,91,105,1,125
Manhattan,Harlem,Entire home/apt,28,7,1.02,1,183,1,250
Queens,Astoria,Entire home/apt,3,5,5.0,1,254,1,140
Manhattan,Financial District,Entire home/apt,20,0,,1,0,0,120
Manhattan,Kips Bay,Entire home/apt,30,0,,232,249,0,240
Brooklyn,Williamsburg,Private room,3,0,,1,0,0,110
Manhattan,West Village,Entire home/apt,2,39,6.32,1,0,1,250
Brooklyn,Bedford-Stuyvesant,Private room,1,166,5.09,2,0,1,54
Manhattan,Hell's Kitchen,Private room,30,3,0.1,4,180,1,61
Manhattan,East Village,Private room,3,1,0.52,3,0,1,120
Manhattan,Inwood,Entire home/apt,6,1,0.03,1,0,1,77
Manhattan,East Harlem,Private room,2,2,0.06,1,0,1,80
Manhattan,Harlem,Private room,1,28,1.49,1,68,1,150
Manhattan,Harlem,Private room,2,4,0.93,4,180,1,95
Manhattan,Midtown,Private room,3,6,0.55,1,70,1,90
Brooklyn,Crown Heights,Entire home/apt,5,1,0.04,1,0,1,80
Manhattan,Tribeca,Entire home/apt,3,0,,1,11,0,349
Manhattan,Roosevelt Island,Private room,2,1,0.03,1,0,1,45
Brooklyn,Bushwick,Entire home/apt,4,85,2.41,2,107,1,100
Queens,Sunnyside,Private room,2,105,2.72,1,101,1,60
Queens,Astoria,Private room,5,9,1.05,4,318,1,49
Manhattan,Harlem,Entire home/apt,3,56,2.01,1,256,1,220
Brooklyn,Borough Park,Private room,3,2,0.14,4,90,1,50
Manhattan,Inwood,Entire home/apt,1,4,0.2,1,3,1,70
Manhattan,Upper West Side,Private room,3,68,1.42,6,319,1,59
Queens,Long Island City,Entire home/apt,4,0,,1,0,0,135
Queens,Flushing,Private room,2,45,1.87,6,365,1,120
Manhattan,Kips Bay,Shared room,2,2,0.59,2,353,1,35
Brooklyn,Midwood,Entire home/apt,2,0,,3,89,0,88
Brooklyn,Williamsburg,Entire home/apt,3,3,0.14,1,0,1,215
Brooklyn,Bedford-Stuyvesant,Entire home/apt,5,24,1.11,1,215,1,190
Queens,East Elmhurst,Private room,1,17,1.9,7,0,1,59
Manhattan,Chelsea,Entire home/apt,3,1,1.0,1,7,1,185
Manhattan,Flatiron District,Entire home/apt,2,12,1.07,1,5,1,225
Manhattan,Two Bridges,Entire home/apt,6,106,2.48,2,249,1,145
Manhattan,Harlem,Entire home/apt,1,123,1.74,2,170,1,155
Manhattan,Inwood,Private room,4,13,0.28,3,157,1,59
Brooklyn,Flatbush,Entire home/apt,1,124,3.97,1,64,1,71
Bronx,Mount Hope,Entire home/apt,1,23,1.02,3,6,1,105
Queens,Sunnyside,Entire home/apt,5,91,3.48,2,57,1,199
Manhattan,Upper East Side,Entire home/apt,5,1,0.22,1,0,1,120
Queens,Woodside,Private room,30,2,0.75,103,230,1,61
Queens,Maspeth,Private room,1,2,0.07,3,188,1,70
Brooklyn,Williamsburg,Private room,3,174,2.96,1,311,1,75
Queens,East Elmhurst,Private room,1,412,10.19,5,159,1,45
Brooklyn,Bushwick,Private room,7,0,,1,0,0,48
Brooklyn,Crown Heights,Entire home/apt,3,0,,1,0,0,175
Manhattan,Midtown,Entire home/apt,30,0,,14,338,0,300
Brooklyn,Canarsie,Private room,1,20,0.78,4,305,1,69
Manhattan,Gramercy,Shared room,1,0,,1,0,0,100
Brooklyn,Williamsburg,Private room,2,3,0.1,1,0,1,125
Queens,Flushing,Private room,1,4,3.16,1,333,1,50
Brooklyn,Greenpoint,Entire home/apt,3,3,0.46,1,11,1,103
Manhattan,Upper East Side,Entire home/apt,4,1,0.02,1,0,1,115
Manhattan,East Harlem,Private room,2,25,3.66,6,173,1,90
Manhattan,Washington Heights,Private room,6,12,0.47,1,3,1,55
Queens,Kew Gardens Hills,Entire home/apt,3,2,0.08,1,0,1,159
Manhattan,Harlem,Entire home/apt,21,1,0.03,1,0,1,70
Brooklyn,Sheepshead Bay,Entire home/apt,1,42,2.11,1,28,1,80
Brooklyn,Crown Heights,Entire home/apt,3,66,1.75,3,309,1,155
Manhattan,Hell's Kitchen,Entire home/apt,5,21,3.44,1,118,1,399
Queens,Maspeth,Private room,30,0,,18,352,0,39
Brooklyn,South Slope,Entire home/apt,4,4,0.11,1,0,1,250
Staten Island,Concord,Shared room,2,0,,4,82,0,30
Manhattan,Morningside Heights,Entire home/apt,5,2,0.07,2,0,1,200
Manhattan,Harlem,Private room,2,75,3.93,2,121,1,85
Queens,Forest Hills,Private room,1,14,0.9,1,0,1,40
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,14,3.39,5,55,1,90
Brooklyn,Bedford-Stuyvesant,Private room,3,2,0.15,2,0,1,45
Brooklyn,Williamsburg,Private room,1,1,0.02,1,0,1,135
Brooklyn,East Flatbush,Entire home/apt,1,47,1.03,1,348,1,55
Brooklyn,Williamsburg,Entire home/apt,1,1,0.02,1,0,1,125
Manhattan,Harlem,Entire home/apt,5,1,0.05,1,0,1,180
Queens,Astoria,Private room,1,274,4.02,3,308,1,79
Bronx,Concourse,Private room,7,32,1.68,1,50,1,35
Queens,Corona,Private room,1,0,,1,179,0,70
Manhattan,East Village,Entire home/apt,10,4,0.53,1,16,1,300
Manhattan,Harlem,Entire home/apt,3,5,0.26,1,0,1,180
Manhattan,Harlem,Private room,1,49,1.23,2,365,1,68
Staten Island,Dongan Hills,Entire home/apt,3,63,1.29,1,0,1,155
Manhattan,East Village,Private room,1,109,1.15,1,333,1,90
Brooklyn,Kensington,Private room,1,41,1.41,11,22,1,45
Manhattan,East Village,Private room,1,1,0.03,1,0,1,80
Queens,Long Island City,Entire home/apt,2,1,1.0,1,261,1,225
Manhattan,East Harlem,Private room,1,23,3.37,1,285,1,89
Brooklyn,Bedford-Stuyvesant,Private room,2,24,1.76,34,340,1,60
Brooklyn,Bedford-Stuyvesant,Private room,1,12,0.69,1,358,1,72
Brooklyn,Williamsburg,Private room,4,142,2.03,1,115,1,65
Manhattan,Upper West Side,Entire home/apt,1,0,,1,0,0,375
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,2,144,0,50
Queens,Long Island City,Private room,1,5,0.1,1,0,1,70
Brooklyn,Greenpoint,Private room,4,4,0.34,1,3,1,43
Manhattan,Midtown,Entire home/apt,10,0,,1,111,0,150
Queens,Ridgewood,Private room,21,38,0.76,2,245,1,50
Manhattan,Midtown,Entire home/apt,30,1,0.06,1,177,1,100
Brooklyn,Prospect-Lefferts Gardens,Private room,2,3,0.06,1,151,1,45
Queens,Woodside,Private room,2,36,1.13,1,52,1,45
Bronx,Norwood,Entire home/apt,10,7,0.2,1,327,1,120
Queens,Astoria,Private room,1,6,2.31,5,342,1,45
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,0,,1,334,0,150
Manhattan,Harlem,Private room,1,0,,1,0,0,200
Brooklyn,Bedford-Stuyvesant,Private room,30,1,0.73,27,312,1,35
Manhattan,Murray Hill,Entire home/apt,2,7,1.19,327,117,1,252
Brooklyn,Bedford-Stuyvesant,Private room,2,0,,1,0,0,40
Queens,Long Island City,Private room,1,7,3.44,10,352,1,99
Bronx,Concourse,Private room,4,0,,2,0,0,82
Brooklyn,Bushwick,Private room,2,9,0.14,1,0,1,80
Manhattan,East Village,Entire home/apt,1,150,2.52,1,278,1,249
Brooklyn,Bushwick,Private room,2,12,0.34,1,0,1,65
Manhattan,East Harlem,Private room,1,5,0.48,1,83,1,150
Manhattan,Upper West Side,Private room,1,14,0.81,3,360,1,120
Queens,Richmond Hill,Private room,1,56,3.0,2,359,1,35
Brooklyn,Williamsburg,Private room,1,0,,2,0,0,50
Manhattan,East Harlem,Entire home/apt,5,11,0.77,1,8,1,140
Manhattan,Inwood,Private room,4,0,,1,0,0,50
Brooklyn,Greenpoint,Private room,5,3,0.13,1,0,1,65
Queens,Flushing,Private room,1,29,3.87,1,362,1,55
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,21,1.31,1,26,1,99
Brooklyn,Bushwick,Private room,1,1,0.04,2,0,1,54
Brooklyn,Williamsburg,Private room,1,15,0.56,6,325,1,75
Brooklyn,Prospect Heights,Private room,2,11,0.48,1,0,1,85
Manhattan,Harlem,Entire home/apt,10,10,0.64,1,0,1,125
Queens,Bayside,Private room,1,62,2.91,1,54,1,59
Manhattan,East Village,Entire home/apt,30,0,,1,326,0,175
Brooklyn,Crown Heights,Entire home/apt,2,22,1.17,1,1,1,109
Queens,Kew Gardens,Shared room,2,2,2.0,2,34,1,35
Manhattan,Upper West Side,Entire home/apt,4,0,,1,0,0,200
Manhattan,Upper East Side,Entire home/apt,1,0,,1,0,0,106
Staten Island,Port Richmond,Private room,1,63,2.42,1,343,1,40
Bronx,Fordham,Private room,3,74,2.42,4,84,1,55
Manhattan,Hell's Kitchen,Private room,1,4,0.74,2,0,1,140
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,1,0,,1,0,0,70
Queens,Ditmars Steinway,Entire home/apt,3,93,3.49,1,197,1,100
Manhattan,Harlem,Private room,1,194,3.81,3,307,1,58
Manhattan,Harlem,Private room,2,38,1.09,1,0,1,105
Manhattan,East Village,Entire home/apt,90,0,,1,341,0,150
Queens,Neponsit,Entire home/apt,2,5,2.88,1,334,1,350
Manhattan,Civic Center,Private room,7,4,1.35,13,351,1,169
Brooklyn,Bedford-Stuyvesant,Private room,2,8,0.67,1,0,1,56
Manhattan,Hell's Kitchen,Private room,3,42,1.58,3,172,1,80
Brooklyn,Bedford-Stuyvesant,Private room,7,13,0.33,3,227,1,50
Queens,Sunnyside,Entire home/apt,7,27,0.4,1,0,1,94
Manhattan,East Harlem,Private room,3,2,0.09,2,0,1,55
Manhattan,Midtown,Entire home/apt,1,4,0.3,17,215,1,208
Manhattan,East Village,Entire home/apt,3,1,1.0,1,4,1,130
Manhattan,East Village,Entire home/apt,4,216,3.34,1,55,1,190
Bronx,Kingsbridge,Entire home/apt,2,0,,1,47,0,95
Manhattan,Harlem,Private room,5,1,0.04,1,0,1,60
Brooklyn,Williamsburg,Private room,2,18,1.48,1,0,1,94
Brooklyn,Brooklyn Heights,Entire home/apt,3,1,0.16,2,58,1,245
Manhattan,Little Italy,Entire home/apt,1,0,,1,0,0,249
Manhattan,Upper West Side,Entire home/apt,3,0,,1,0,0,170
Brooklyn,Bushwick,Entire home/apt,5,89,2.02,2,72,1,129
Manhattan,East Village,Entire home/apt,2,7,0.19,1,0,1,195
Manhattan,Lower East Side,Private room,1,7,4.47,3,146,1,123
Brooklyn,South Slope,Entire home/apt,2,6,0.4,1,1,1,260
Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,7,0.27,3,310,1,76
Brooklyn,Greenpoint,Private room,3,3,0.1,4,244,1,49
Bronx,Van Nest,Private room,3,1,1.0,1,342,1,35
Queens,Astoria,Entire home/apt,4,45,0.82,1,170,1,130
Queens,Flushing,Private room,2,55,2.19,10,361,1,116
Brooklyn,Bushwick,Private room,4,1,0.03,1,0,1,40
Queens,Briarwood,Private room,1,16,0.18,2,189,1,75
Queens,Long Island City,Private room,1,0,,1,6,0,46
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,10,0.18,1,4,1,102
Brooklyn,Williamsburg,Private room,4,3,0.13,2,0,1,120
Brooklyn,South Slope,Entire home/apt,4,5,0.12,1,0,1,360
Manhattan,Harlem,Private room,4,75,2.52,1,52,1,39
Brooklyn,Bedford-Stuyvesant,Private room,3,1,0.25,1,0,1,60
Queens,Jamaica,Private room,1,5,0.47,2,281,1,75
Brooklyn,Sunset Park,Private room,2,87,2.32,4,0,1,47
Manhattan,East Harlem,Entire home/apt,3,4,0.17,1,7,1,240
Manhattan,Harlem,Entire home/apt,3,33,0.51,2,174,1,220
Brooklyn,Flatbush,Entire home/apt,3,13,0.28,2,327,1,120
Manhattan,Midtown,Entire home/apt,3,5,2.5,4,319,1,239
Manhattan,Hell's Kitchen,Entire home/apt,2,8,0.34,1,0,1,135
Queens,Flushing,Private room,1,0,,1,89,0,36
Brooklyn,South Slope,Entire home/apt,2,4,4.0,1,345,1,195
Brooklyn,Bushwick,Private room,2,62,1.8,1,16,1,69
Manhattan,Roosevelt Island,Private room,1,0,,1,0,0,60
Manhattan,Hell's Kitchen,Private room,2,29,2.03,4,43,1,125
Brooklyn,Greenpoint,Entire home/apt,3,2,0.11,1,0,1,70
Manhattan,Lower East Side,Entire home/apt,1,4,0.11,1,0,1,80
Manhattan,Upper West Side,Entire home/apt,30,1,0.75,1,311,1,120
Brooklyn,Williamsburg,Entire home/apt,2,0,,1,300,0,295
Manhattan,Murray Hill,Entire home/apt,1,7,7.0,1,54,1,95
Brooklyn,Bushwick,Private room,15,0,,1,0,0,50
Manhattan,Midtown,Entire home/apt,30,3,0.06,5,318,1,95
Manhattan,Harlem,Private room,4,3,0.08,1,0,1,160
Brooklyn,Sheepshead Bay,Entire home/apt,4,5,0.67,1,82,1,78
Brooklyn,Fort Greene,Entire home/apt,30,15,0.15,1,189,1,123
Brooklyn,Williamsburg,Entire home/apt,5,1,0.02,1,0,1,120
Manhattan,East Harlem,Private room,3,1,0.56,1,365,1,96
Manhattan,Little Italy,Shared room,1,20,1.53,3,354,1,100
Manhattan,Midtown,Entire home/apt,1,1,0.05,2,365,1,350
Brooklyn,Crown Heights,Private room,2,9,3.38,1,223,1,71
Brooklyn,Bedford-Stuyvesant,Entire home/apt,5,0,,1,43,0,150
Brooklyn,Park Slope,Entire home/apt,8,2,0.05,1,0,1,200
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,88,2.22,1,0,1,67
Brooklyn,Clinton Hill,Entire home/apt,3,88,2.04,1,49,1,120
Manhattan,Lower East Side,Entire home/apt,2,40,2.51,1,1,1,220
Manhattan,Upper East Side,Private room,1,23,3.59,1,7,1,79
Manhattan,Theater District,Private room,1,22,5.69,1,303,1,299
Brooklyn,Williamsburg,Entire home/apt,7,6,0.16,1,0,1,100
Brooklyn,Brooklyn Heights,Entire home/apt,1,3,0.08,1,0,1,110
Manhattan,Upper West Side,Private room,2,19,0.23,1,0,1,60
Brooklyn,Greenpoint,Entire home/apt,4,0,,1,0,0,96
Brooklyn,Bushwick,Entire home/apt,2,19,2.38,2,0,1,160
Queens,Maspeth,Entire home/apt,7,15,1.73,3,69,1,150
Manhattan,Harlem,Entire home/apt,1,0,,1,0,0,275
Manhattan,Upper East Side,Entire home/apt,1,1,0.26,1,5,1,199
Manhattan,Murray Hill,Entire home/apt,30,12,0.25,1,58,1,168
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,2,0.2,1,0,1,250
Brooklyn,Bushwick,Shared room,1,4,1.71,4,53,1,28
Brooklyn,Williamsburg,Private room,2,9,0.41,1,0,1,80
Brooklyn,Prospect Heights,Entire home/apt,3,12,0.2,1,4,1,140
Queens,Elmhurst,Private room,2,12,2.83,4,5,1,40
Queens,Ozone Park,Entire home/apt,5,1,1.0,1,94,1,167
Bronx,North Riverdale,Entire home/apt,2,27,2.13,1,328,1,105
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,59,2.31,1,180,1,299
Manhattan,East Harlem,Entire home/apt,5,33,1.18,1,35,1,180
Queens,Astoria,Private room,20,2,0.91,3,0,1,48
Manhattan,Greenwich Village,Entire home/apt,7,1,0.04,1,0,1,250
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,1,0.12,14,53,1,300
Manhattan,NoHo,Private room,1,3,0.06,1,0,1,125
Manhattan,Hell's Kitchen,Private room,1,0,,1,0,0,90
Brooklyn,Fort Greene,Private room,2,0,,2,0,0,75
Queens,South Ozone Park,Shared room,5,2,0.23,7,365,1,34
Brooklyn,Prospect Heights,Entire home/apt,5,17,0.33,1,36,1,250
Brooklyn,Bedford-Stuyvesant,Private room,1,11,0.32,1,0,1,60
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,99,4.79,2,288,1,170
Brooklyn,Fort Greene,Entire home/apt,4,4,0.09,1,0,1,150
Brooklyn,Williamsburg,Entire home/apt,30,2,0.45,3,314,1,90
Manhattan,Upper East Side,Entire home/apt,31,3,0.19,33,281,1,200
Brooklyn,Bushwick,Private room,2,93,2.39,5,202,1,50
Manhattan,East Harlem,Entire home/apt,1,107,1.91,1,116,1,75
Brooklyn,Crown Heights,Private room,1,0,,1,0,0,250
Manhattan,East Village,Entire home/apt,3,21,0.44,1,0,1,250
Queens,Ditmars Steinway,Entire home/apt,1,67,4.14,1,145,1,140
Manhattan,Chelsea,Private room,8,0,,1,78,0,350
Brooklyn,East Flatbush,Private room,7,1,0.16,9,365,1,80
Brooklyn,Boerum Hill,Entire home/apt,5,4,0.27,1,0,1,172
Queens,Jamaica,Private room,1,1,1.0,4,253,1,125
Brooklyn,Williamsburg,Entire home/apt,2,39,1.5,1,0,1,185
Brooklyn,Bedford-Stuyvesant,Private room,1,39,2.98,4,0,1,90
Queens,Jamaica,Private room,2,1,0.58,1,180,1,75
Manhattan,Financial District,Entire home/apt,2,96,1.52,1,0,1,379
Manhattan,Hell's Kitchen,Entire home/apt,2,10,1.19,1,179,1,350
Manhattan,Gramercy,Entire home/apt,10,9,0.29,1,19,1,149
Brooklyn,Bushwick,Entire home/apt,2,0,,1,0,0,147
Brooklyn,Fort Greene,Private room,7,3,0.42,1,250,1,60
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,6,4,0.09,1,0,1,70
Manhattan,Washington Heights,Private room,1,165,5.35,2,120,1,53
Manhattan,Kips Bay,Private room,2,12,0.52,1,0,1,200
Brooklyn,Bushwick,Private room,2,26,0.73,1,84,1,90
Brooklyn,Williamsburg,Entire home/apt,3,1,1.0,2,113,1,300
Brooklyn,Williamsburg,Private room,1,33,4.97,1,151,1,80
Manhattan,West Village,Entire home/apt,2,8,0.19,1,0,1,200
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,12,0.59,1,332,1,67
Brooklyn,Canarsie,Entire home/apt,2,54,1.47,1,64,1,90
Brooklyn,Park Slope,Entire home/apt,3,8,1.2,1,90,1,211
Manhattan,Harlem,Private room,1,1,0.47,3,72,1,62
Brooklyn,Williamsburg,Entire home/apt,2,11,0.28,7,330,1,150
Brooklyn,Prospect Heights,Entire home/apt,2,80,2.83,1,105,1,125
Brooklyn,Bushwick,Entire home/apt,3,0,,1,0,0,140
Manhattan,East Village,Entire home/apt,3,8,1.21,1,66,1,175
Manhattan,East Village,Entire home/apt,2,39,1.15,1,0,1,200
Brooklyn,Bedford-Stuyvesant,Entire home/apt,6,23,1.42,1,190,1,170
Brooklyn,Prospect-Lefferts Gardens,Private room,1,60,1.05,10,302,1,84
Manhattan,West Village,Entire home/apt,3,7,0.68,1,0,1,215
Manhattan,East Harlem,Entire home/apt,3,2,0.04,1,0,1,140
Brooklyn,Fort Greene,Private room,1,38,2.06,1,46,1,110
Brooklyn,Crown Heights,Entire home/apt,1,2,0.09,1,0,1,200
Brooklyn,Flatbush,Entire home/apt,3,0,,1,0,0,95
Staten Island,West Brighton,Private room,3,0,,1,365,0,200
Manhattan,Midtown,Private room,7,17,0.29,3,309,1,125
Queens,Elmhurst,Private room,2,5,0.46,6,340,1,149
Manhattan,Hell's Kitchen,Entire home/apt,4,7,0.59,1,0,1,130
Manhattan,East Village,Private room,3,38,0.6,3,357,1,150
Manhattan,Civic Center,Private room,4,8,0.11,2,7,1,100
Manhattan,Lower East Side,Entire home/apt,1,0,,1,0,0,250
Queens,Richmond Hill,Entire home/apt,3,40,1.04,2,189,1,250
Manhattan,Financial District,Entire home/apt,2,13,3.12,1,227,1,249
Manhattan,Theater District,Private room,1,7,0.87,1,9,1,62
Manhattan,Upper West Side,Entire home/apt,4,7,0.33,1,0,1,120
Manhattan,Theater District,Private room,1,0,,9,301,0,100
Manhattan,Hell's Kitchen,Entire home/apt,30,8,0.14,8,107,1,99
Brooklyn,Bushwick,Entire home/apt,3,111,2.13,1,68,1,99
Manhattan,Upper East Side,Private room,1,1,0.02,1,0,1,95
Brooklyn,East Flatbush,Private room,30,0,,43,311,0,47
Brooklyn,Crown Heights,Entire home/apt,3,38,1.93,2,357,1,175
Brooklyn,Bushwick,Private room,7,0,,2,0,0,70
Manhattan,Washington Heights,Private room,1,28,4.57,1,111,1,31
Manhattan,Upper West Side,Entire home/apt,6,4,0.06,2,364,1,200
Brooklyn,East Flatbush,Private room,4,27,0.95,2,54,1,75
Manhattan,Roosevelt Island,Entire home/apt,1,0,,1,30,0,145
Brooklyn,Williamsburg,Private room,1,3,0.1,1,0,1,98
Bronx,Port Morris,Private room,2,64,0.87,1,307,1,65
Manhattan,Greenwich Village,Private room,1,43,2.04,1,145,1,130
Brooklyn,Crown Heights,Entire home/apt,1,5,0.1,1,0,1,110
Manhattan,Financial District,Private room,14,8,0.23,2,146,1,90
Manhattan,Midtown,Private room,2,0,,1,0,0,200
Brooklyn,East Flatbush,Private room,1,356,4.72,3,19,1,60
Brooklyn,Williamsburg,Private room,5,1,0.23,1,33,1,49
Manhattan,West Village,Entire home/apt,6,79,1.9,1,81,1,220
Queens,Flushing,Private room,1,0,,7,339,0,43
Brooklyn,Fort Greene,Entire home/apt,7,1,0.01,1,0,1,138
Manhattan,East Village,Entire home/apt,2,50,3.69,1,278,1,142
Brooklyn,Bedford-Stuyvesant,Private room,2,11,0.81,2,11,1,35
Brooklyn,Bergen Beach,Entire home/apt,5,17,2.24,1,305,1,85
Brooklyn,Carroll Gardens,Entire home/apt,2,17,5.05,1,31,1,199
Brooklyn,East Flatbush,Private room,2,16,0.57,3,43,1,50
Bronx,Concourse Village,Shared room,1,0,,1,0,0,45
Manhattan,Midtown,Entire home/apt,1,2,0.06,1,351,1,195
Bronx,Riverdale,Entire home/apt,3,2,2.0,1,52,1,99
Brooklyn,Bushwick,Private room,7,0,,3,0,0,42
Brooklyn,Prospect Heights,Entire home/apt,7,17,1.22,2,129,1,300
Manhattan,Hell's Kitchen,Entire home/apt,30,0,,121,365,0,239
Brooklyn,Williamsburg,Private room,4,3,0.12,1,0,1,50
Manhattan,Upper East Side,Entire home/apt,1,0,,1,0,0,250
Manhattan,Chelsea,Entire home/apt,2,0,,1,74,0,299
Brooklyn,Williamsburg,Private room,1,91,2.74,2,12,1,101
Manhattan,Harlem,Entire home/apt,6,0,,1,332,0,100
Manhattan,Inwood,Private room,1,6,0.13,1,1,1,57
Manhattan,Upper West Side,Entire home/apt,2,7,0.31,1,0,1,230
Brooklyn,Bushwick,Private room,4,3,0.09,1,0,1,60
Staten Island,Clifton,Shared room,2,0,,7,37,0,75
Manhattan,SoHo,Entire home/apt,2,109,4.29,1,32,1,205
Brooklyn,Bedford-Stuyvesant,Private room,30,1,0.43,5,140,1,43
Brooklyn,Williamsburg,Entire home/apt,3,8,0.17,1,0,1,185
Manhattan,Kips Bay,Entire home/apt,2,1,1.0,1,185,1,214
Manhattan,Upper West Side,Entire home/apt,30,20,0.34,8,90,1,109
Brooklyn,Williamsburg,Entire home/apt,4,11,0.55,1,11,1,125
Queens,Elmhurst,Entire home/apt,3,48,0.58,2,301,1,99
Manhattan,Harlem,Entire home/apt,3,16,2.22,1,50,1,150
Manhattan,Washington Heights,Private room,1,9,0.79,1,80,1,85
Manhattan,Harlem,Private room,3,1,0.05,1,0,1,50
Brooklyn,Bushwick,Private room,3,1,0.11,4,0,1,73
